postUrl,description,commentCount,likeCount,pubDate,isSidecar,type,caption,profileUrl,username,taggedFullName1,taggedUsername1,imgUrl,postId,timestamp,query,videoUrl,viewCount,taggedFullName2,taggedUsername2,taggedFullName3,taggedUsername3,taggedFullName4,taggedUsername4,taggedFullName5,taggedUsername5,taggedFullName6,taggedUsername6,taggedFullName7,taggedUsername7,taggedFullName8,taggedUsername8,taggedFullName9,taggedUsername9,taggedFullName10,taggedUsername10,taggedFullName11,taggedUsername11,taggedFullName12,taggedUsername12,taggedFullName13,taggedUsername13,taggedFullName14,taggedUsername14,taggedFullName15,taggedUsername15,likedByViewer,videoDuration,playCount,fullName,location,locationId
https://www.instagram.com/p/CyEYKk9PMKy/,"Few people make history, fewer people change it.

Today we celebrate @mrapinoe's well earned place in history during her final home game for the OL Reign.",1745,118677,2023-10-06T19:03:18.000Z,true,Video,"Photo shared by Nike on October 06, 2023 tagging @mrapinoe, @nwsl, and @olreign. May be an image of 1 person, playing football, playing soccer, ball, stadium and text that says 'BLACK FUTUR FUND ИPA'.",https://www.instagram.com/nike,nike,Megan Rapinoe She/Her 🏳️‍🌈,mrapinoe,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/386561769_701923011812338_8450740969858864114_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=NQX_B76AiW8AX_Bu11E&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDc0ExU3KhL2-DAAZUkVEQjlbYA1M1BN-loAwodL-IKNg&oe=652E0D24&_nc_sid=8b3546,3207792899106096808,2023-10-16T02:24:00.760Z,https://www.instagram.com/nike/,https://scontent-cdg4-1.cdninstagram.com/v/t50.2886-16/387341950_1326199574941382_4280192327566048553_n.mp4?_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=xoDm-p2ZP5cAX9sHILT&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfApLiSHZPgeUaHjpxwkB8sqe40jqMicqFp59gxng8awCw&oe=652E2DA0&_nc_sid=8b3546,75451,National Women's Soccer League,nwsl,OL Reign,olreign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CyEYKk9PMKy/,"Few people make history, fewer people change it.

Today we celebrate @mrapinoe's well earned place in history during her final home game for the OL Reign.",1745,118677,2023-10-06T19:03:18.000Z,true,Photo,"Photo shared by Nike on October 06, 2023 tagging @mrapinoe, @nwsl, and @olreign. May be an image of 1 person, playing football, playing soccer, ball, stadium and text that says 'BLACK FUTUR FUND ИPA'.",https://www.instagram.com/nike,nike,Megan Rapinoe She/Her 🏳️‍🌈,mrapinoe,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/385857735_3420072988308360_1596399529341056877_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=DYwMSFwDJigAX8Ccqjz&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAnnBtchVbgwBfPfACKgyKjW97fEDUgb9UD_M9iYyC4vg&oe=6531A827&_nc_sid=8b3546,3207795109453956139,2023-10-16T02:24:00.760Z,https://www.instagram.com/nike/,,,National Women's Soccer League,nwsl,OL Reign,olreign,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CyDuN90OWqa/,"🫀 Our heart beats BARÇA, BARÇA, BARÇA.
 
All across the globe.
 
Culers del Món.
@fcbarcelona @patta_nl @nike",7324,1106709,2023-10-06T12:59:32.000Z,false,Video,,https://www.instagram.com/nike,nike,FC Barcelona,fcbarcelona,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/386695635_1007069597288675_3481741370204606293_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=1&_nc_ohc=TtJrhCKt71kAX88aJIL&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCh9_r8QxttYhE2nQdebS3loVcXY8ATJQa_EEWY-J-nyw&oe=652E7488&_nc_sid=8b3546,3207610629485062810,2023-10-16T02:24:00.760Z,https://www.instagram.com/nike/,https://scontent-cdg4-2.cdninstagram.com/v/t66.30100-16/10000000_1001366517796893_2011950665950347389_n.mp4?_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=tm9B1EAF0eQAX97-r86&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDp7wxPT4X2fyAROVxPxrNwRCwQQezIROswSobmoK6yOw&oe=652E46CD&_nc_sid=8b3546,5721059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CyBQro1u804/,"They’reeee  Baaaack. 

Introducing Yardrunner’s 4.0.

For the 4th year, we’re honored to present the Nike Yardrunner’s: electric changemakers from HBCU’s across the country — Howard University (@howard1867), Tennessee State University (@tennstateu), Prairie View A&M (@pvamu), Florida A&M (@famu_1887), Southern University (@southernu_br), Winston Salem State University (@wssu1892), North Carolina A&T (@ncatsuaggies), Hampton University (@_hamptonu) and Bowie State University (@bowiestateuniversity)  – boldly honoring their school’s rich legacies as agents of inspiration and change. 

Learn their stories. Peep the exclusive Yardrunner’s inspired HBCU merch, and most importantly – get inspired. All exclusively available in the NIKE app.",408,58441,2023-10-05T14:00:11.000Z,true,Photo,"Photo shared by Nike on October 05, 2023 tagging @kaylaadee_, @atf_33, @foggieraw, @nikesportswear, and @daniellenstamper. May be an image of 4 people, footwear, sweatshirt, sweatpants, sweatsuit, sportswear and text.",https://www.instagram.com/nike,nike,Nike Sportswear,nikesportswear,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/387265788_841848510766430_7766411428739351606_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=h7ED7xOTJKsAX_MQ_SJ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfADMCodlWFMXuL12Vihs-6Wujuq5QZy7aoGBw8zYEohgQ&oe=65319933&_nc_sid=8b3546,3206917772776358920,2023-10-16T02:24:00.760Z,https://www.instagram.com/nike/,,,Ładÿ Łondon,ladylondon,Blackie,foggieraw,Javicia Leslie 🌙,javicia,,atf_33,Mel Mitchell,itsmelmitch,𝚄𝚗𝚊𝚙𝚘𝚕𝚘𝚐𝚎𝚝𝚒𝚌𝚊𝚕𝚕𝚢 𝙼𝚎 🦋,daniellenstamper,Kayla White,kaylaadee_,Jawaun Daniels,wauny___,CAM LIDE,camrantula,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CyBQro1u804/,"They’reeee  Baaaack. 

Introducing Yardrunner’s 4.0.

For the 4th year, we’re honored to present the Nike Yardrunner’s: electric changemakers from HBCU’s across the country — Howard University (@howard1867), Tennessee State University (@tennstateu), Prairie View A&M (@pvamu), Florida A&M (@famu_1887), Southern University (@southernu_br), Winston Salem State University (@wssu1892), North Carolina A&T (@ncatsuaggies), Hampton University (@_hamptonu) and Bowie State University (@bowiestateuniversity)  – boldly honoring their school’s rich legacies as agents of inspiration and change. 

Learn their stories. Peep the exclusive Yardrunner’s inspired HBCU merch, and most importantly – get inspired. All exclusively available in the NIKE app.",408,58441,2023-10-05T14:00:11.000Z,true,Photo,"Photo shared by Nike on October 05, 2023 tagging @kaylaadee_, @atf_33, @foggieraw, @nikesportswear, and @daniellenstamper. May be an image of 4 people, footwear, sweatshirt, sweatpants, sweatsuit, sportswear and text.",https://www.instagram.com/nike,nike,Nike Sportswear,nikesportswear,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/385861046_622931170009701_8810722109415796708_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=109&_nc_ohc=gthCQaKRAPwAX-ZHl4W&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCGbBelZevmV2ssrCqEZHnbEISRUggpd5JX6WehZZdRrw&oe=65318776&_nc_sid=8b3546,3206917772843673305,2023-10-16T02:24:00.760Z,https://www.instagram.com/nike/,,,Ładÿ Łondon,ladylondon,Blackie,foggieraw,Javicia Leslie 🌙,javicia,,atf_33,Mel Mitchell,itsmelmitch,𝚄𝚗𝚊𝚙𝚘𝚕𝚘𝚐𝚎𝚝𝚒𝚌𝚊𝚕𝚕𝚢 𝙼𝚎 🦋,daniellenstamper,Kayla White,kaylaadee_,Jawaun Daniels,wauny___,CAM LIDE,camrantula,,,,,,,,,,,,,,,,
https://www.instagram.com/p/CyBJW5xrqGf/,"The Yard is theirs. 

Introducing the 2023 Nike Yardrunners – student leaders at our nation’s historically black colleges and universities fearlessly inspiring change and boldly representing a rich legacy.",451,40298,2023-10-05T12:59:30.000Z,false,Video,,https://www.instagram.com/nike,nike,Mel Mitchell,itsmelmitch,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/386185883_871651384321782_8904736449744736955_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4MTI4MC5zZHIifQ&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=0cAljhG7Ef4AX_mp2JQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwNjg4NTU2NTk0ODQwNDEyNw%3D%3D.2-ccb7-5&oh=00_AfCXkMMUeCsk_9lQZsvYf7e1y3uJ9nQNTx8AP4KDKN73FQ&oe=65306F7A&_nc_sid=b41fef,3206885565948404127_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,https://scontent-cdg4-3.cdninstagram.com/o1/v/t16/f1/m82/3D47590B0111706E8B226C79E6F30BB3_video_dashinit.mp4?efg=eyJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSIsInZlbmNvZGVfdGFnIjoidnRzX3ZvZF91cmxnZW4uY2xpcHMuYzIuNzIwLmJhc2VsaW5lIn0&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&vs=723222349632020_1986888438&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8zRDQ3NTkwQjAxMTE3MDZFOEIyMjZDNzlFNkYzMEJCM192aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVABgkR1A3SzloS1hUR2RjTGE4RUFPem9hb2QwbEp0UmJwUjFBQUFGFQICyAEAKAAYABsAFQAAJsL74ar53fM%2FFQIoAkMzLBdAQGZmZmZmZhgSZGFzaF9iYXNlbGluZV8xX3YxEQB1%2FgcA&ccb=9-4&oh=00_AfAei1VuxvVQcoWmDYo74LuBiUvWOGZYRTlx2T0mFnuLrg&oe=652FB310&_nc_sid=b41fef,,Javicia Leslie 🌙,javicia,Kayla White,kaylaadee_,,atf_33,Blackie,foggieraw,Ładÿ Łondon,ladylondon,Nike Sportswear,nikesportswear,CAM LIDE,camrantula,𝚄𝚗𝚊𝚙𝚘𝚕𝚘𝚐𝚎𝚝𝚒𝚌𝚊𝚕𝚕𝚢 𝙼𝚎 🦋,daniellenstamper,Jawaun Daniels,wauny___,,,,,,,,,,,false,32.902,3488318,Nike,,
https://www.instagram.com/p/Cx0yfSerUip/,"Power your game with versatility.
 
The Sabrina 1 ‘Magnetic’ from @sabrina_i is made for all hoopers looking to play at their craftiest. The cloud-like comfort of React foam and Zoom Air cushioning, plus grippy S-traction, keep feet comfortable right up till the clock stops. 
 
In colors like these, the competition won’t be able to keep their eyes off you. 👀 🧲
 
Available on 10.1.",709,120214,2023-09-30T18:00:10.000Z,false,Video,,https://www.instagram.com/nike,nike,Sabrina Ionescu,sabrina_i,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/384602856_622053300095357_1456248178179908863_n.jpg?stp=dst-jpg_e15&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDE5MjAuc2RyIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=jrfz8USgddgAX-2iAtJ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzQwNzI4NzQzODYyNDkzNw%3D%3D.2-ccb7-5&oh=00_AfALz8xh-zQNHuD9twveBSi_K2Anx16bZnTPiF7X53c9TQ&oe=65307BBD&_nc_sid=b41fef,3203407287438624937_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,https://scontent-cdg4-1.cdninstagram.com/v/t66.30100-16/10000000_854138762625134_5437924255532715480_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLmNsaXBzLmMyLjEwODAuaGlnaCIsInFlX2dyb3VwcyI6IltcImlnX3dlYl9kZWxpdmVyeV92dHNfb3RmXCJdIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=HuhCzAakSg4AX8K0_xm&edm=ABmJApABAAAA&vs=1586821538784191_2300725877&_nc_vs=HBksFQAYJEdJQ1dtQUJ1QUltdDFRZ0RBTmdOZ281TVkzZExicFIxQUFBRhUAAsgBABUAGCRHRWxVN1JQcklXaUh2WEFNQUJ1Q01KaXNsNU1KYnBSMUFBQUYVAgLIAQAoABgAGwAVAAAm5PS92ITZ8z8VAigCQzMsF0BD4gxJul41GBJkYXNoX2hpZ2hfMTA4MHBfdjERAHX%2BBwA%3D&ccb=7-5&oh=00_AfDuFJk0-ZxkLjNoZuOk7JZDJqMnJV8D__FwkOZZFPURQQ&oe=652FD1CD&_nc_sid=b41fef,,Nike Basketball,nikebasketball,,,,,,,,,,,,,,,,,,,,,,,,,,,false,39.891,7388501,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/384156679_1340882446833296_4420595354571628109_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=108&_nc_ohc=AvPqz0Wms-4AX_VuPsf&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTU2ODYwODYxMg%3D%3D.2-ccb7-5&oh=00_AfC3kCPpr7yHUd2SucRCIzfVY3dEGBFM1PEThM3TVRywBQ&oe=6532282E&_nc_sid=b41fef,3203294269568608612_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/384939467_800280068766624_3529355656325675133_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=100&_nc_ohc=us_DRwEwBkEAX99Dhaj&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTU2MDE2OTg3NQ%3D%3D.2-ccb7-5&oh=00_AfB__yBiuPdaKBE3JKHm-OCUC9RQ5z5Ef7ER6QBsfwJC4Q&oe=65324BD4&_nc_sid=b41fef,3203294269560169875_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/384148513_1307335969913342_3384958933036257818_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=102&_nc_ohc=eJYzx9b6SFsAX_Xx2hR&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTYwMjI0MjMxOA%3D%3D.2-ccb7-5&oh=00_AfARw7OgrjdEiUF606__8pIxZm98IZ_gkRh99SCwNTB1Dw&oe=65323AD2&_nc_sid=b41fef,3203294269602242318_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/384563691_849372533297479_5676756591834615619_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=107&_nc_ohc=4OOMv-9EfwYAX9uGl8l&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTU1MTcyOTA2OA%3D%3D.2-ccb7-5&oh=00_AfDUe8K4vmXjdMk70NfqdI-ivkypii-fV98-CucOsAYhdQ&oe=65323FE0&_nc_sid=b41fef,3203294269551729068_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/383830137_625147776486891_1682944183793007591_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=Y2Vy2BRe5NkAX_3Mtky&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTU2MDExODQ4OQ%3D%3D.2-ccb7-5&oh=00_AfAMFXpkMwOlIVgaCPeip96GIvV2vfCaXSGClMcXHiFgmw&oe=6530A51E&_nc_sid=b41fef,3203294269560118489_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/Cx0YyvZL7jX/,"Running unites and @kipchogeeliud is leading the charge. 

A week after his historic 5th victory in Berlin, we look back at Eliud’s visit to the Nike Home of Running marathon pop-up experience, where he connected with local runners he had inspired with another epic race.",624,634251,2023-09-30T14:00:56.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/384349428_697409095150309_947197217283857748_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=DbIzdUHWNagAX_pfdYo&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMzI5NDI2OTU2MDA3NTkzMw%3D%3D.2-ccb7-5&oh=00_AfAiZBbrxkMA8qsn5s0hnUIYu6wNiE-GUT2JYTgqlpb-6A&oe=6532881B&_nc_sid=b41fef,3203294269560075933_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/CxyBm1gr8vA/,"Dropping soon: #Sabrina1 ‘Magnetic.’

Put all eyes on you, all game in the latest colorway from the @sabrina_i signature collection. 👀 Inspired by her undeniable craft, this shoe brings a different flare and continued comfort, traction and stability to the court.

Available 10.1.",726,492045,2023-09-29T15:59:51.000Z,true,Photo,,https://www.instagram.com/nike,nike,Sabrina Ionescu,sabrina_i,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/384778152_1073051467191593_6242236440307305012_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=105&_nc_ohc=EanHvlI_RDAAX8g3QWi&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMjYyOTM0NzMwMjEzNDc3Nw%3D%3D.2-ccb7-5&oh=00_AfACBNWTN6MHrqXL-YtfiGcAglpeRfHikiHt-gCHUrDdig&oe=6530E92B&_nc_sid=b41fef,3202629347302134777_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Nike Basketball,nikebasketball,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/CxyBm1gr8vA/,"Dropping soon: #Sabrina1 ‘Magnetic.’

Put all eyes on you, all game in the latest colorway from the @sabrina_i signature collection. 👀 Inspired by her undeniable craft, this shoe brings a different flare and continued comfort, traction and stability to the court.

Available 10.1.",726,492045,2023-09-29T15:59:51.000Z,true,Photo,,https://www.instagram.com/nike,nike,Sabrina Ionescu,sabrina_i,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/384163061_1535646780576891_522017690799014305_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=103&_nc_ohc=mDwaBd3KLBEAX_Rj0ly&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMjYyOTM0NzI5MzczMTIzNA%3D%3D.2-ccb7-5&oh=00_AfDLYKCwG_P9ZUABtSS9oiHPxEJ0ZWK9ZfO6xW1ts5aBHA&oe=65324216&_nc_sid=b41fef,3202629347293731234_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Nike Basketball,nikebasketball,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/CxyBm1gr8vA/,"Dropping soon: #Sabrina1 ‘Magnetic.’

Put all eyes on you, all game in the latest colorway from the @sabrina_i signature collection. 👀 Inspired by her undeniable craft, this shoe brings a different flare and continued comfort, traction and stability to the court.

Available 10.1.",726,492045,2023-09-29T15:59:51.000Z,true,Photo,,https://www.instagram.com/nike,nike,Sabrina Ionescu,sabrina_i,https://scontent-cdg4-3.cdninstagram.com/v/t51.2885-15/384161499_1697864467392258_5171001868388478043_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-3.cdninstagram.com&_nc_cat=106&_nc_ohc=i0W8_XPBJWcAX97GUhQ&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMjYyOTM0NzI5MzY3ODkyMg%3D%3D.2-ccb7-5&oh=00_AfCFXbSZoYr7QiKSd81OsOFjPeWs9OSkFM5ApEIOIHPmVA&oe=65319E66&_nc_sid=b41fef,3202629347293678922_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Nike Basketball,nikebasketball,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/CxyBm1gr8vA/,"Dropping soon: #Sabrina1 ‘Magnetic.’

Put all eyes on you, all game in the latest colorway from the @sabrina_i signature collection. 👀 Inspired by her undeniable craft, this shoe brings a different flare and continued comfort, traction and stability to the court.

Available 10.1.",726,492045,2023-09-29T15:59:51.000Z,true,Photo,,https://www.instagram.com/nike,nike,Sabrina Ionescu,sabrina_i,https://scontent-cdg4-1.cdninstagram.com/v/t51.2885-15/385027243_1270265287708462_2984307532124025551_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-1.cdninstagram.com&_nc_cat=110&_nc_ohc=388PC4gVmwwAX_3utA-&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzIwMjYyOTM0NzI5MzUzNDg2NA%3D%3D.2-ccb7-5&oh=00_AfDvz12X7tcQIIxiv29MuDqzCe6Y7SmsBxmVGXV3lO8HQA&oe=6531FC7D&_nc_sid=b41fef,3202629347293534864_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Nike Basketball,nikebasketball,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
https://www.instagram.com/p/CxoQtW5PzBc/,"From his very first world title to his latest victory in Berlin, the world’s greatest marathoner believes in one thing above all: That running is a force that can unite the world. 🌍

“This collection represents the work done together as a running family and community.” - @kipchogeeliud 

For your next run, lace up with the EK Umoja Collection where every stride speaks unity. Tap to shop🇰🇪",646,250660,2023-09-25T20:59:24.000Z,true,Photo,,https://www.instagram.com/nike,nike,Nike Running,nikerunning,https://scontent-cdg4-2.cdninstagram.com/v/t51.2885-15/382526344_6663428130400453_4980136121659161878_n.jpg?stp=dst-jpg_e35&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyIn0&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_cat=101&_nc_ohc=FcRaGiVWFssAX8n0z7_&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzE5OTg4MTAxNDk2ODg5OTg5Ng%3D%3D.2-ccb7-5&oh=00_AfBXDCLq2VoxTylPX2LAW2m8AtOE1e-GKhGiPkwG-1K9jA&oe=65323306&_nc_sid=b41fef,3199881014968899896_13460080,2023-10-16T02:24:02.046Z,https://www.instagram.com/nike/,,,Eliud Kipchoge - EGH🇰🇪,kipchogeeliud,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,Nike,,
